Name,Biosynthetic_class,Structural_class,EXT_k2,EXT_k3,EXT_k4,EXT_k5,EXT_k6,EXT_k7,EXT_k8,EXT_k9,EXT_k10,MACCS_k2,MACCS_k3,MACCS_k4,MACCS_k5,MACCS_k6,MACCS_k7,MACCS_k8,MACCS_k9,MACCS_k10,PubChem_k2,PubChem_k3,PubChem_k4,PubChem_k5,PubChem_k6,PubChem_k7,PubChem_k8,PubChem_k9,PubChem_k10,Sub_k2,Sub_k3,Sub_k4,Sub_k5,Sub_k6,Sub_k7,Sub_k8,Sub_k9,Sub_k10,SubCount_k2,SubCount_k3,SubCount_k4,SubCount_k5,SubCount_k6,SubCount_k7,SubCount_k8,SubCount_k9,SubCount_k10
Nitro-2-phenylethane,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
n-methyl-aniline,Others,Aromatic_N/S,1,1,0,2,2,4,7,5,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,4,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
N-methyl-N-phenylformamide,Others,Aromatic_N/S,1,1,0,2,2,4,7,5,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,4,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
nonacosane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,1,3,2,1,6,7,2,3,0,1,1,4,3,3,7,2,2
nonacosene,FADs,Aliphatics and C5 branched,0,0,2,1,3,5,5,4,4,0,0,1,0,3,5,7,4,3,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,0,1,1,4,3,3,7,2,2
Nonadecane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,1,3,2,1,6,7,2,3,0,1,1,2,0,4,0,4,8
Nonadecanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,7,0,1,1,2,0,4,0,4,8
Nonadecene,FADs,Aliphatics and C5 branched,0,0,2,1,3,5,5,4,4,0,0,1,0,3,5,7,4,3,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,0,1,1,2,0,4,0,4,8
nonanal,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,8,5
Nonane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,1,3,2,1,6,7,2,3,1,0,0,1,1,6,3,6,1
nonanoic acid,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,2,0,4,2,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,4,8,5
Nonanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,7,1,0,0,1,1,6,4,8,5
nonyl acetate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,0,2,0,2,1,6,4,8,5
Nonylcyclohexane,Others,Others,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,0,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,0,1,1,2,0,4,0,4,8
Nootkatone,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,3,2,5,1,1,7,0,0,0,3,0,0,5,4,0,0,0,2,1,1,3,0,0,3,5,0,2,2,0,4,2,6,3,0
nopinone,Terpenoids,MT,1,2,2,3,3,5,0,5,4,1,1,3,2,5,1,1,7,0,0,0,2,1,2,3,5,7,4,0,0,2,2,5,3,3,8,8,1,2,0,1,1,1,2,1,3
Norpatchoulenol,Terpenoids,ST,0,0,1,0,4,6,6,0,3,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,3,1,1,1,0,2,2,0,4,2,6,3,0
occidentalol,Terpenoids,ST,0,0,1,0,4,6,6,0,3,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,0
o-cresol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,5,2,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
octacosane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,1,3,2,1,6,7,2,3,0,1,1,4,3,3,7,2,2
Octadecanal,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,3,2,2,2,5,2,0,1,1,2,0,4,0,4,8
Octadecane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,1,3,2,1,6,7,2,3,0,1,1,2,0,4,0,4,8
octadecanoate,FADs,Aliphatics and C5 branched,1,2,2,3,3,0,0,5,4,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,0,1,1,2,0,4,0,4,8
Octadecanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,7,0,1,1,2,0,4,0,4,8
Octadecene,FADs,Aliphatics and C5 branched,0,0,2,1,3,5,5,4,4,0,0,1,0,3,5,7,4,3,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,0,1,1,2,0,4,0,4,8
Octadecenoic acid,FADs,Aliphatics and C5 branched,0,0,1,0,4,6,5,4,3,0,0,1,0,2,0,4,2,5,0,1,0,4,1,0,6,3,5,1,2,1,1,3,0,0,3,5,0,1,1,2,0,4,0,4,8
octanal,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,3,2,2,2,5,2,1,0,0,1,5,6,3,6,1
Octane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,1,3,2,1,6,7,2,3,1,0,0,1,5,6,3,6,1
octanoic acid,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,2,0,4,2,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,6,1
Octanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,7,1,0,0,1,1,6,3,6,1
Octen-3-ol,FADs,Aliphatics and C5 branched,0,0,2,0,1,6,3,3,1,0,0,1,0,3,6,2,2,2,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,1,1,0,0,1,5,5,3,6,1
Octen-3-one,FADs,Aliphatics and C5 branched,0,2,2,1,3,5,5,5,4,0,0,1,0,3,5,7,4,3,0,1,0,4,1,0,6,6,1,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,3,6,1
Octen-3-yl acetate,FADs,Aliphatics and C5 branched,0,2,3,4,5,1,1,1,0,0,0,1,1,2,0,4,5,5,0,1,0,4,1,0,6,3,5,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,6,1
Octen-3-yl propionate,FADs,Aliphatics and C5 branched,0,2,3,4,5,1,1,1,0,0,0,1,1,2,0,4,5,5,0,1,0,4,1,0,6,3,5,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,4,8,5
Octene,FADs,Aliphatics and C5 branched,0,0,2,1,3,5,5,4,4,0,0,1,0,3,5,7,4,3,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,1,0,0,1,5,5,3,6,1
Octyl acetate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,4,8,5
octyl isobutyrate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,0,2,0,2,1,6,4,8,5
o-cymene,Terpenoids,MT,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,0,1,2,0,1,6,4,4,6,1,0,3,3,2,0,5,5,4
o-guaiacol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
o-hydroxycumene,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,5,2,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
Oleic acid,FADs,Aliphatics and C5 branched,0,0,1,0,4,6,6,0,3,0,0,1,0,2,0,4,2,5,0,1,0,4,1,0,6,3,5,1,1,3,3,2,2,2,5,2,0,1,1,2,0,4,0,4,8
Oleyl alcohol,FADs,Aliphatics and C5 branched,0,0,1,0,4,6,6,0,3,0,0,1,0,3,6,2,2,2,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,7,0,1,1,2,0,4,0,4,8
oplopanone,Terpenoids,ST,1,2,2,3,1,0,3,3,1,1,1,3,2,5,1,5,3,6,0,0,2,1,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,6
"Oxalicacid,allylundecylester",FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,3,5,1,2,3,3,2,2,2,5,2,0,1,1,2,0,4,0,4,8
"Oxidoselina-1,3,7(11)-trien-8-one",Terpenoids,ST,0,0,1,0,5,1,6,0,0,1,1,3,2,5,1,1,7,0,0,0,3,0,3,1,2,8,6,0,0,2,2,5,3,3,8,8,1,2,2,0,4,1,2,1,0
o-Xylene,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,6,4,2,6,1,0,3,3,2,0,5,5,4
"p-1,3,8-menthatriene",Terpenoids,MT,0,0,1,1,4,3,5,4,7,1,1,0,4,1,3,6,1,4,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,1,0,0,1,5,5,1,7,7
Paeonol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,8,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
Palustrol,Terpenoids,ST,1,2,2,3,1,0,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,3,1,1,1,0,2,2,0,4,2,6,3,6
patchouli alcohol,Terpenoids,ST,1,2,2,3,1,0,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,3,1,1,1,0,2,2,0,4,2,6,3,6
p-cresol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,5,2,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
p-Cymen-8-ol,Terpenoids,MT,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,5,4,0,5,8,1,1,0,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
p-cymen-9-ol,Terpenoids,MT,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,0,1,0,4,0,4,4,7,7,1,0,3,3,2,0,5,5,4
p-cymene,Terpenoids,MT,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,0,1,2,0,1,6,4,4,6,1,0,3,3,2,0,5,5,4
p-cymenene,Terpenoids,MT,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,2,2,0,4,6,4,2,6,1,0,3,3,2,0,5,5,4
Pent-2-en-1-ol,FADs,Aliphatics and C5 branched,1,2,2,3,3,2,5,2,2,0,0,1,0,3,6,2,2,2,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,7,1,0,0,1,5,5,1,7,7
Pent-4-enenitrile,Others,NonAromatic_N/S,1,2,2,3,3,5,5,5,4,0,2,2,0,0,4,0,0,3,0,1,0,4,1,6,6,6,1,0,1,3,0,5,6,7,2,6,1,0,0,1,5,5,1,7,7
pentacosane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,1,3,2,1,6,7,2,3,0,1,1,4,3,3,7,2,2
Pentacosene,FADs,Aliphatics and C5 branched,0,0,2,1,3,5,5,4,4,0,0,1,0,3,5,7,4,3,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,0,1,1,4,3,3,7,2,2
Pentadecan-1-ol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,7,0,1,1,2,0,4,0,4,8
Pentadecanal,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,3,2,2,2,5,2,0,1,1,2,0,4,0,4,8
Pentadecane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,1,3,2,1,6,7,2,3,0,1,1,2,0,4,0,4,8
pentadecanoic acid,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,2,0,4,2,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,0,1,1,2,0,4,0,4,8
Pentadecene,FADs,Aliphatics and C5 branched,0,0,2,1,3,5,5,4,4,0,0,1,0,3,5,7,4,3,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,0,1,1,2,0,4,0,4,8
pentanal,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,1,7,7
pentane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,1,3,2,1,6,7,2,3,1,0,0,1,5,5,1,7,7
Pentanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,7,1,0,0,1,5,5,1,7,7
Penten-3-ol,FADs,Aliphatics and C5 branched,1,2,2,3,3,2,5,2,2,0,2,2,3,0,4,0,0,1,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,1,1,0,0,1,5,5,1,7,7
pentyl benzene,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,0,1,0,3,5,7,4,3,1,2,1,2,4,4,0,5,8,1,1,3,0,1,6,7,2,6,1,0,3,3,2,0,5,0,9
perilla alcohol,Terpenoids,MT,0,0,1,0,4,6,6,0,3,1,0,1,0,1,6,2,2,2,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,7,7,1,0,0,1,1,1,2,1,3
perillaldehyde,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,0,4,0,0,4,0,0,1,2,1,1,3,0,0,3,5,1,0,0,1,1,1,2,6,3
perillene,Terpenoids,MT,1,1,0,2,2,4,7,7,9,1,1,0,4,1,3,6,1,4,1,2,1,3,5,2,3,2,7,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,0,9
p-Ethylbenzaldehyde,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
Phellandral,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,1,2,1,1,3,0,0,3,5,1,0,0,1,1,1,2,1,3
phenanthrene,Shikimate_derived_Aromatics,BP,1,1,2,3,3,5,0,5,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
Phenethyl benzoate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,1,2,0,4,6,7,1,2,1,3,5,2,3,2,7,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,0,9
phenol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,5,2,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
"phenol, 2,6-dimethyl-4-(2-propenyl)-",Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,5,2,1,1,3,0,4,6,4,2,6,1,0,3,3,2,0,5,5,9
"Phenol,2,6-bis(1,1-dimethylethyl)-4- (1-methyl-1-phenylethyl)",Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,1,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,5,2,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,0,9
Phenoxethol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,1,0,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
Phenyacetic acid,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,5,4,0,5,7,1,1,3,0,4,5,2,0,6,1,0,3,3,2,0,5,5,4
Phenyl acetate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,1,3,3,2,2,2,0,2,1,0,3,3,2,0,5,5,4
Phenyl Benzoate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,7,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
Phenyl ethanol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,5,4,0,5,8,1,1,0,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
phenylacetaldehyde,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,2,0,6,1,0,3,3,2,0,5,5,4
Phenylacetaldoxime,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
Phenylethyl isobutyrate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,1,2,0,4,5,5,1,2,1,2,5,4,0,5,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,0,9
Phenylethyl propionate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,0,1,1,2,0,4,5,5,1,2,1,2,5,4,0,5,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,0,9
Phenylethyl tiglate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,1,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,2,1,1,3,0,0,3,5,1,0,3,3,2,0,5,0,9
Phenylmethyl pentanoate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,0,1,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,0,9
pimaradiene,Terpenoids,Diterpenes,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,6
pinocamphone,Terpenoids,MT,1,2,2,3,3,5,0,5,4,1,1,3,2,5,1,1,7,0,0,0,2,1,0,5,5,7,4,0,0,2,2,5,3,3,8,8,1,2,2,0,1,1,2,1,3
pinocarveyl acetate,Terpenoids,MT,0,2,3,4,5,1,1,1,0,1,1,3,2,5,1,1,7,0,0,0,3,0,3,1,2,8,6,0,0,3,3,2,2,2,5,2,1,2,2,0,1,1,2,1,3
pinocarvone,Terpenoids,MT,0,0,2,1,3,5,5,4,4,1,1,3,2,5,1,1,7,0,0,0,3,0,0,5,4,0,0,0,0,2,1,3,3,3,8,8,1,0,0,1,1,1,2,1,3
Piperitenone,Terpenoids,MT,0,0,1,1,4,2,5,2,2,1,1,3,2,5,1,1,7,0,0,1,0,4,1,0,6,6,1,1,2,1,1,3,0,0,3,5,1,0,0,1,5,1,2,1,3
piperitenone oxide,Terpenoids,MT,0,2,3,4,5,1,1,1,0,1,1,3,2,5,1,1,7,0,0,0,3,0,3,0,5,3,5,1,2,1,1,3,0,0,3,5,1,0,0,1,1,1,2,1,3
piperitol,Terpenoids,MT,1,1,0,2,2,4,4,6,8,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,1,3,0,4,5,4,0,6,0,2,2,0,4,2,6,0,9
piperitone,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,3,2,5,1,1,7,0,0,0,3,0,0,5,4,0,0,0,2,1,1,3,0,0,3,5,1,0,0,1,1,1,2,1,3
Piperitone oxide,Terpenoids,MT,1,2,3,4,0,1,1,1,6,1,1,3,2,5,1,1,7,0,0,0,2,1,3,3,5,1,4,0,0,3,2,5,3,3,8,8,1,2,2,0,1,1,2,1,3
p-menth-1-en-9-al,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,1,0,3,3,2,2,2,5,2,1,0,0,1,1,1,2,1,3
p-menth-3-ene,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,1,0,0,1,1,1,2,1,3
"p-mentha-1,3-dien-7-al",Terpenoids,MT,0,0,1,1,4,3,5,4,7,1,1,0,4,1,3,6,1,4,0,0,0,4,1,0,6,0,0,1,2,1,1,3,0,0,3,5,1,0,0,1,1,1,2,1,3
"p-mentha-1,4-dien-7-al",Terpenoids,MT,0,0,1,1,4,2,5,2,2,1,1,0,4,0,4,0,0,4,0,1,0,4,1,0,6,6,1,1,2,1,1,3,0,0,3,5,1,0,0,1,1,1,2,1,3
"p-mentha-2,4-diene",Terpenoids,MT,0,0,1,1,4,2,5,2,2,1,2,0,4,1,3,6,1,4,0,1,0,4,1,6,6,6,1,0,0,2,2,1,1,5,4,3,1,0,0,1,1,1,2,1,3
p-menthene,Terpenoids,MT,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,4,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,1,0,0,1,1,1,2,1,3
p-methoxy benzyl alcohol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,5,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,1,0,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
p-methyl acetophenone,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
p-Methyl benzaldehyde,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
P-nitrotoluene,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
Pogostol,Terpenoids,ST,0,0,2,0,1,6,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,0,2,2,0,4,2,6,3,6
Pogostone,Terpenoids,ST,0,0,3,4,5,1,1,1,0,1,1,3,2,5,1,1,7,0,0,0,3,0,3,0,6,3,5,1,2,1,1,3,0,0,3,5,1,0,0,1,1,1,3,6,1
precocene I,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,8,1,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,2,1,0,4,5,4,0,6,1,0,3,3,2,0,5,0,9
precocene II,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,8,1,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,2,1,0,4,5,4,0,6,1,0,3,3,2,0,5,0,9
preisocalamendiol,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,3,2,5,1,1,7,0,0,0,3,0,0,5,4,0,0,0,0,2,2,5,3,3,8,8,0,2,2,0,4,2,6,3,0
Prenol,Terpenoids,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,2,2,3,0,6,2,0,1,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,7,1,0,0,1,5,5,1,7,7
Prenyl acetate,Terpenoids,Aliphatics and C5 branched,1,2,3,4,3,2,1,1,6,0,2,2,1,2,0,4,5,1,0,1,0,4,1,0,6,3,5,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,1,7,7
presilphiperfol-7-ene,Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
presilphiperfolan-8-ol,Terpenoids,ST,1,2,2,3,1,0,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,3,1,1,1,0,2,2,0,4,2,6,3,6
Preziza-7(15)-en-12-ol,Terpenoids,ST,0,0,2,0,1,6,3,3,1,1,1,0,4,1,6,2,3,2,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,7,7,0,2,2,0,4,2,6,3,6
